ENTITYA	IDA	ENTITYB	IDB	SCORE
PTPN2	P35233	MET	P97523	0.449
PTPN2	P35233	MET	P97523	0.449
PTPN2	P35233	MET	P97523	0.449
PTPN2	P35233	PDGFRB	Q05030	0.524
PTPN2	P35233	PDGFRB	Q05030	0.524
PTPN2	P35233	GHR	P16310	0.24
PTPN2	P35233	GHR	P16310	0.24
PTPN2	P35233	GHR	P16310	0.24
PTPN2	P35233	GHR	P16310	0.24
PTPN2	P35233	GJA1	P08050	0.203
PTPN2	P35233	GJA1	P08050	0.203
PTPN2	P35233	JAK1	G3V9W2	0.712
PTPN2	P35233	JAK1	G3V9W2	0.712
PTPN2	P35233	SHC1	Q5M824	0.526
PTPN2	P35233	AKT1	P47196	0.262
PTPN2	P35233	KDR	O08775	0.466
PTPN2	P35233	KDR	O08775	0.466
PTPN2	P35233	KDR	O08775	0.466
PTPN2	P35233	KDR	O08775	0.466
PTPN2	P35233	KDR	O08775	0.466
PTPN2	P35233	STAT1	F1M9D6	0.671
PTPN2	P35233	STAT1	F1M9D6	0.671
PTPN2	P35233	STAT5A	Q62771	0.675
PTPN2	P35233	JAK3	Q63272	0.654
PTPN2	P35233	FKBP4	Q9QVC8	0.338
PTPN2	P35233	AKT	SIGNOR-PF24	0.262
DDX5	Q6AYI1	TP53	P10361	0.632
DDX5	Q6AYI1	HDAC1	Q4QQW4	0.333
DDX5	Q6AYI1	RNA helicases p68/p72	SIGNOR-C34	0.418
LGALS3	P08699	BCL2L1	P53563	0.166
LGALS3	P08699	MCL1	Q9Z1P3	0.146
FLT1	P53767	FLT1	P53767	0.1
LGALS3	P08699	BAD	O35147	0.1
SPI1	Q6BDS1	MEIS1	B1WC31	0.244
SPI1	Q6BDS1	ANXA1	P07150	0.1
SPI1	Q6BDS1	JUN	P17325	0.482
SPI1	Q6BDS1	Cd14	Q63691	0.33
SPI1	Q6BDS1	Itgam	G3V8L7	0.459
SPI1	Q6BDS1	TAL1	D3Z921	0.3
SPI1	Q6BDS1	SPI1	Q6BDS1	0.1
SPI1	Q6BDS1	GATA2	Q924Y4	0.493
SPI1	Q6BDS1	Cd68	Q4FZY1	0.21
SPI1	Q6BDS1	FLI1	Q4Z8P1	0.158
SPI1	Q6BDS1	IRF8	Q5NUI4	0.501
FLT1	P53767	FLT1	P53767	0.1
FLT1	P53767	FLT1	P53767	0.1
FLT1	P53767	FLT1	P53767	0.1
FLT1	P53767	PLCG1	P10686	0.688
FLT1	P53767	Phactr1	P62024	0.15
Psmc3	Q63569	26S Proteasome	SIGNOR-C307	0.896
PTPN1	P20417	LAT	O70601	0.467
PTPN1	P20417	JAK2	Q62689	0.737
PTPN1	P20417	JAK2	Q62689	0.737
PTPN1	P20417	JAK2	Q62689	0.737
PTPN1	P20417	JAK2	Q62689	0.737
PTPN1	P20417	ABL1	E9PT20	0.573
PTPN1	P20417	LOC100909750	D3ZGM3	0.573
PTPN1	P20417	EGFR	G3V6K6	0.697
PTPN1	P20417	KRT8	Q10758	0.1
PTPN1	P20417	INSR	P15127	0.812
PTPN1	P20417	INSR	P15127	0.812
PTPN1	P20417	INSR	P15127	0.812
PTPN1	P20417	INSR	P15127	0.812
PTPN1	P20417	INSR	P15127	0.812
PTPN1	P20417	BCR	F1LXF1	0.278
PTPN1	P20417	MET	P97523	0.607
PTPN1	P20417	MET	P97523	0.607
PTPN1	P20417	MET	P97523	0.607
PTPN1	P20417	MET	P97523	0.607
PTPN1	P20417	MET	P97523	0.607
PTPN1	P20417	ROS1	Q63132	0.343
PTPN1	P20417	PDGFRB	Q05030	0.629
PTPN1	P20417	PDGFRB	Q05030	0.629
PTPN1	P20417	PDGFRB	Q05030	0.629
PTPN1	P20417	PDGFRB	Q05030	0.629
PTPN1	P20417	PDGFRB	Q05030	0.629
PTPN1	P20417	PDGFRB	Q05030	0.629
PTPN1	P20417	SRC	Q9WUD9	0.712
PTPN1	P20417	PTPN1	P20417	0.1
PTPN1	P20417	PTPN1	P20417	0.1
PTPN1	P20417	PTPN1	P20417	0.1
PTPN1	P20417	NFKBIA	Q63746	0.3
PTPN1	P20417	TYK2	D3ZD03	0.599
PTPN1	P20417	AKT1	P47196	0.669
PTPN1	P20417	IRS1	P35570	0.722
PTPN1	P20417	STAT5B	P52632	0.62
PTPN1	P20417	STAT5B	P52632	0.62
PTPN1	P20417	CAV1	P41350	0.525
PTPN1	P20417	PTK2	O35346	0.234
PTPN1	P20417	PRKCD	P09215	0.1
PTPN1	P20417	CTTN	Q66HL2	0.437
PTPN1	P20417	NTRK2	Q63604	0.327
PTPN1	P20417	NTRK2	Q63604	0.327
PTPN1	P20417	MAPK15	Q9Z2A6	0.263
PTPN1	P20417	TRPV6	Q9R186	0.572
PTPN1	P20417	TRPV6	Q9R186	0.572
PTPN1	P20417	BCR-ABL	SIGNOR-FP6	0.1
PTPN1	P20417	AKT	SIGNOR-PF24	0.669
ERCC2	D3ZEG9	ERCC3	Q4G005	0.956
BMP7	G3V6W8	BMP7	G3V6W8	0.1
BMP7	G3V6W8	UCP1	P04633	0.289
BMP7	G3V6W8	UCP1	P04633	0.289
BMP7	G3V6W8	ACVR2A	P38444	0.71
BMP7	G3V6W8	PPARG	O88275	0.201
BMP7	G3V6W8	Mmp13	P23097	0.224
BMP7	G3V6W8	ACTR2	Q5M7U6	0.174
BMP7	G3V6W8	DLK1	O70534	0.19
BMP7	G3V6W8	DLK1	O70534	0.19
BMP7	G3V6W8	ACVR1	P80201	0.749
BMP7	G3V6W8	ACVR2B	P38445	0.476
BMP7	G3V6W8	BMPR2	F1LQC5	0.744
BMP7	G3V6W8	MAPK14	P70618	0.207
BMP7	G3V6W8	PRDM16	M0R6B0	0.279
BMP7	G3V6W8	PPARGC1A	Q9QYK2	0.174
BMP7	G3V6W8	PPARGC1A	Q9QYK2	0.174
BMP7	G3V6W8	BMPR1A/1B/2	SIGNOR-C29	0.723
BMP7	G3V6W8	BMPR1A/1B/2	SIGNOR-C29	0.723
BMP7	G3V6W8	ACVR1/BMPR2	SIGNOR-C30	0.746
Rpl35a	P04646	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.874
Adra2b	P19328	GNAO1	P59215	0.225
Adra2b	P19328	GNAZ	P19627	0.375
TNFRSF1A	P22934	MAPK14	P70618	0.263
TRIM21	D4ACF2	GMPS	Q4V7C6	0.262
Adra2b	P19328	GNAI1	P10824	0.396
Adra2b	P19328	GNA12	Q63210	0.307
EGR1	P08154	Slc4a2	P23347	0.1
EGR1	P08154	Fcer2	Q6AZ45	0.1
EGR1	P08154	Abcb1a	Q9JK64	0.248
EGR1	P08154	Col4a2	F1M6Q3	0.1
EGR1	P08154	Chga	P10354	0.1
EGR1	P08154	Col11a1	P20909	0.1
EGR1	P08154	Pcsk2	P28841	0.1
EGR1	P08154	PPARG	O88275	0.515
EGR1	P08154	Slc9a3	P26433	0.139
EGR1	P08154	BCAR1	Q63767	0.1
EGR1	P08154	Hsd11b2	P50233	0.163
EGR1	P08154	Col7a1	D3ZE04	0.1
EGR1	P08154	Hyal1	Q76HN1	0.1
EGR1	P08154	Nab2	D4A4F4	0.517
EGR1	P08154	Gdf15	Q9Z0J6	0.26
EGR1	P08154	Pdgfc	Q9EQX6	0.142
EGR1	P08154	Hpse	Q71RP1	0.241
PTPRA	Q03348	FYN	Q62844	0.613
PTPRA	Q03348	LYN	Q07014	0.213
PTPRA	Q03348	SRC	Q9WUD9	0.692
PTPRA	Q03348	SRC	Q9WUD9	0.692
PTPRA	Q03348	SRC	Q9WUD9	0.692
PTPRA	Q03348	PTPRA	Q03348	0.1
Gabrb1	P15431	GABA-A (a1-b1-g2) receptor	SIGNOR-C330	0.652
Gabrb1	P15431	GABA-A (a2-b1-g2) receptor	SIGNOR-C331	0.614
Gabrb1	P15431	GABA-A (a3-b1-g2) receptor	SIGNOR-C332	0.608
Gabrg2	P18508	GABA-A (a1-b1-g2) receptor	SIGNOR-C330	0.67
Gabrg2	P18508	GABA-A (a2-b1-g2) receptor	SIGNOR-C331	0.646
Gabrg2	P18508	GABA-A (a3-b1-g2) receptor	SIGNOR-C332	0.645
Gabrg2	P18508	GABA-A (a4-b1-g2) receptor	SIGNOR-C333	0.649
Gabrg2	P18508	GABA-A (a6-b1-g2) receptor	SIGNOR-C334	0.649
Gabrg2	P18508	GABA-A (a5-b1-g2) receptor	SIGNOR-C335	0.663
ADCYAP1	P13589	VIPR1	P30083	0.75
ADCYAP1	P13589	ADCYAP1R1	P32215	0.841
Il1rn	P25086	IL1R1	Q02955	0.885
Rhd	O88298	Ankyrin complex	SIGNOR-C383	0.202
Rpl17	P24049	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.794
Adra2c	P22086	GNAI3	P08753	0.417
Adra2c	P22086	GNAO1	P59215	0.348
Adra2c	P22086	GNAZ	P19627	0.375
Adra2c	P22086	GNAI1	P10824	0.411
ATF4	Q9ES19	Nupr1	O54842	0.254
ATF4	Q9ES19	PPP1R15A	Q6IN02	0.52
ATF4	Q9ES19	FGF19	Q8VI81	0.1
ATF4	Q9ES19	Asns	P49088	0.52
ATF4	Q9ES19	Asns	P49088	0.52
ATF4	Q9ES19	Hspa5	P06761	0.533
ATF4	Q9ES19	NLRP1 inflammasome	SIGNOR-C224	0.168
ATF6	G3V909	Hspa5	P06761	0.748
ATF6	G3V909	ATF6	G3V909	0.1
ATF6	G3V909	DDIT3	Q62857	0.526
ATF6	G3V909	Nucb1	Q63083	0.227
ATF6	G3V909	Hyou1	Q63617	0.284
PLCG1	P10686	ITPRIPL1	Q66H52	0.1
NCL	P13383	MYBL1	D3ZF01	0.351
NCL	P13383	Hbb	P02091	0.1
Polr2c	Q5EB90	RNA Polymerase II	SIGNOR-C391	0.875
Polr2e	B0BNE2	RNA Polymerase III	SIGNOR-C389	0.888
Polr2e	B0BNE2	RNA Polymerase I	SIGNOR-C390	0.919
Polr2e	B0BNE2	RNA Polymerase II	SIGNOR-C391	0.882
Ndufv2	P19234	Mitochondrial respiratory chain complex I	SIGNOR-C277	0.874
ELK1	A4GTP4		F1M7W8	0.1
TNFRSF1A	P22934	NFKBIA	Q63746	0.443
TNFRSF1A	P22934	TRADD	D3ZZC5	0.735
TNFRSF1A	P22934	TRADD	D3ZZC5	0.735
TNFRSF1A	P22934	TRADD	D3ZZC5	0.735
TNFRSF1A	P22934	MAPK14	P70618	0.263
TNFRSF1A	P22934	MAPK14	P70618	0.263
TNFRSF1A	P22934	MAPK14	P70618	0.263
EIF2AK2	Q63184	TP53	P10361	0.523
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	EIF2AK2	Q63184	0.1
EIF2AK2	Q63184	NFKBIA	Q63746	0.485
EIF2AK2	Q63184	PPP2R5A	D3ZDI7	0.275
EIF2AK2	Q63184	AIM2 inflammasome	SIGNOR-C222	0.229
EIF2AK2	Q63184	NLRC4 inflammasome	SIGNOR-C223	0.224
EIF2AK2	Q63184	NLRP1 inflammasome	SIGNOR-C224	0.22
EIF2AK2	Q63184	NLRP3 inflammasome	SIGNOR-C225	0.245
TFE3	D3ZAW6	MYH9	G3V6P7	0.1
WT1	P49952	Podxl	Q9WTQ2	0.274
WT1	P49952	Sod1	P07632	0.169
WT1	P49952	REN1	P08424	0.296
WT1	P49952	PAX2	D4ACZ2	0.502
WT1	P49952	SRY	P36394	0.1
WT1	P49952	DNMT3A	Q1LZ53	0.249
En2	D3Z8B1	FGF8	Q76LI5	0.28
En2	D3Z8B1	FGF8	Q76LI5	0.28
POU3F2	P56222	Gnrh1	P07490	0.166
TNFRSF1B	Q80WY6	MAPK14	P70618	0.183
RXRA	Q05343	RARA	Q499N1	0.761
RXRA	Q05343	THRA	P63059	0.677
RXRA	Q05343	THRB	P18113	0.751
RXRA	Q05343	RARG	D3ZWV0	0.706
RXRA	Q05343	CTNNB1	Q9WU82	0.377
RXRA	Q05343	PPARG	O88275	0.772
NFKB1	Q63369	BMP4	Q06826	0.1
NFKB1	Q63369	Nppb	P13205	0.1
NFKB1	Q63369	Cd80	G3V671	0.182
FST	P21674	INHBA	P18331	0.85
Cr2	D3Z9F7	CD19	F1LNH2	0.701
EIF2S2	Q6P685	Egln1	P59722	0.1
TBP	Q66HB1	Lin28b	D3ZIK1	0.142
TBP	Q66HB1	TFIID	SIGNOR-C343	0.903
TBP	Q66HB1	TFIIIB	SIGNOR-C393	0.818
CCNA2	G3V802	CyclinA2/CDK2	SIGNOR-C83	0.976
RGD1563812	M0R5M7	EPHB2	F1MAJ0	0.1
RGD1563812	M0R5M7	ABL2	F1M0N1	0.1
RGD1563812	M0R5M7	Rras2	Q5BJU0	0.164
RGD1563812	M0R5M7	ATM	D4ACL8	0.142
RGD1563812	M0R5M7	Madcam1	O70540	0.1
RGD1563812	M0R5M7	Sspn	D4ABT9	0.1
RGD1563812	M0R5M7	Hpse2	F1M0J5	0.1
RGD1563812	M0R5M7	Mrvi1	D3ZDF3	0.1
Chrm3	P08483	Gna14	Q5EAP4	0.32
Chrm3	P08483	GNA15	O88302	0.309
Chrm3	P08483	GNAQ	P82471	0.529
Chrm3	P08483	GNAI1	P10824	0.164
TNFRSF1B	Q80WY6	TRAF2	B5DFH7	0.637
TNFRSF1B	Q80WY6	TRAF1	M0R5V5	0.648
RAB5A	M0RC99	Early Endosome	SIGNOR-C246	0.496
PMCH	P14200	MCHR1	P97639	0.641
NR1D1	Q63503	ARNTL	Q9EPW1	0.536
NR1D1	Q63503	NR2E3	M0R4U8	0.336
Psmb1	P18421	26S Proteasome	SIGNOR-C307	0.889
Itgal	F1LP44	ICAM1	Q00238	0.908
Itgal	F1LP44	Akap9	F1LPB4	0.1
Itgal	F1LP44	AL/b2 integrin	SIGNOR-C169	0.905
ITGAX	D3ZWZ1	AX/b2 integrin	SIGNOR-C171	0.838
BCL3	D3ZQF8	HDAC3	Q6P6W3	0.304
BCL3	D3ZQF8	NFKB1	Q63369	0.537
BCL3	D3ZQF8	Ctcf	Q9R1D1	0.207
Cast	P27321	Capn1	P97571	0.9
Cast	P27321	CAPN2	Q07009	0.883
Cast	P27321	Capn3	P16259	0.463
HNF1A	P15257	Afp	P02773	0.208
HNF1A	P15257	Afp	P02773	0.208
HNF1A	P15257	Afp	P02773	0.208
HNF1A	P15257	Cdh17	P55281	0.194
HNF1A	P15257	Ugt1a8	Q64634	0.144
EFNA1	P97553	EPHA1	D3ZDH4	0.768
EFNA1	P97553	EPHA2	D3ZBN3	0.925
EFNA1	P97553	EPHA2	D3ZBN3	0.925
EFNA1	P97553	EPHA3	O08680	0.761
EFNA1	P97553	EPHA3	O08680	0.761
BMI1	B4F7B6	BMI1	B4F7B6	0.1
RASA1	P50904	HRAS	P20171	0.849
RASA1	P50904	HRAS	P20171	0.849
CD247	Q4V7G0	TCR	SIGNOR-C153	0.624
CDK11B	P46892	EIF3F	D4AC36	0.422
CDK11B	P46892	EIF3F	D4AC36	0.422
FLNA	C0JPT7	MAP2K7	Q4KSH7	0.149
FLNA	C0JPT7	MAPK8	P49185	0.416
FLNA	C0JPT7	MAP2K4	F1LP57	0.463
FLNA	C0JPT7	MAP2K4	F1LP57	0.463
NF1	P97526	ADCY3	P21932	0.175
NF1	P97526	ADCY5	Q04400	0.18
NF1	P97526	HRAS	P20171	0.757
NF1	P97526	Afp	P02773	0.159
NF1	P97526	ADCY8	P40146	0.287
NF1	P97526	ADCY7	F1LQT1	0.194
TACR2	P16610	GNAQ	P82471	0.387
TACR2	P16610	GNAI1	P10824	0.163
S1PR1	P48303	GNAO1	P59215	0.299
S1PR1	P48303	GNAZ	P19627	0.299
FPR1	D4A7Q2	GNAI3	P08753	0.389
FPR1	D4A7Q2	GNAI1	P10824	0.373
CNR1	P20272	HCRTR1	P56718	0.326
CNR1	P20272	Gna14	Q5EAP4	0.184
CNR1	P20272	GNAO1	P59215	0.393
CNR1	P20272	GNAO1	P59215	0.393
CNR1	P20272	GNAZ	P19627	0.178
CNR1	P20272	GNAI1	P10824	0.514
CNR1	P20272	GNA12	Q63210	0.264
CNR1	P20272	GNA13	F1LNG7	0.174
Syt1	P21707	SNAP25	P60881	0.95
KITLG	P21581	KIT	Q63116	0.92
Drd1	P18901	Gna14	Q5EAP4	0.187
Drd1	P18901	GNAI3	P08753	0.2
Drd1	P18901	GNAZ	P19627	0.191
Drd1	P18901	GNAQ	P82471	0.418
Drd1	P18901	GNAI1	P10824	0.203
Drd1	P18901	GNAS	Q63803	0.425
C5AR1	P97520	Itgam	G3V8L7	0.244
C5AR1	P97520	Sell	P30836	0.205
TBXA2R	P34978	Gna14	Q5EAP4	0.402
FGFR2	F1LSG7	MAP2K1	Q01986	0.201
FGFR2	F1LSG7	FRS2	D4A244	0.73
FGFR2	F1LSG7	MEK1/2	SIGNOR-PF25	0.201
ERBB3	Q62799	PIK3CD	D4A5Q1	0.334
ERBB3	Q62799	AR	P15207	0.416
ERBB3	Q62799	PIK3CB	Q9Z1L0	0.437
SDHB	P21913	Mitochondrial respiratory chain complex II	SIGNOR-C278	0.956
SDHB	P21913	SDH	SIGNOR-C400	0.1
Drd4	P30729	GNAI3	P08753	0.383
Drd4	P30729	GNAO1	P59215	0.379
Drd4	P30729	GNAZ	P19627	0.198
Drd4	P30729	GNAI1	P10824	0.397
Drd5	P25115	Gna14	Q5EAP4	0.185
Drd5	P25115	GNAZ	P19627	0.356
Drd5	P25115	Gnal	P38406	0.43
Drd5	P25115	GNAQ	P82471	0.423
Drd5	P25115	GNAI1	P10824	0.206
Drd5	P25115	GNAS	Q63803	0.412
IL10	P29456	IL10RB	D3ZM36	0.642
IL10	P29456	IL10RB	D3ZM36	0.642
IL10	P29456	IL10RA	G3V830	0.898
IL10	P29456	IL10RA	G3V830	0.898
IL10	P29456	SCN5A	P15389	0.1
IL10	P29456	Scn8a	O88420	0.1
IL10	P29456	Scn10a	Q62968	0.153
CCL1	D3ZDY4	CCR8	D4ADE0	0.652
NME2	P19804	KCNN4	Q9QYW1	0.282
NME2	P19804	KCNN4	Q9QYW1	0.282
NME2	P19804	NME2	P19804	0.1
NME2	P19804	NME2	P19804	0.1
USF1	O35410	S100a6	P05964	0.1
Ptprg	F1LP13	PXN	Q66H76	0.171
USF1	O35410	Ctsd	P24268	0.321
USF1	O35410	Cbs	P32232	0.1
USF1	O35410	MYH9	G3V6P7	0.1
USF1	O35410	CEBPA	P05554	0.198
USF1	O35410	B2m	P07151	0.1
USF1	O35410	Fmr1	Q80WE1	0.194
USF1	O35410	Jmjd1c	F1LMK8	0.1
FGFR4	Q498D6	FGFR4	Q498D6	0.1
FGFR4	Q498D6	FGFR4	Q498D6	0.1
FGFR4	Q498D6	FGFR4	Q498D6	0.1
FGFR4	Q498D6	STAT1	F1M9D6	0.292
FGFR3	F1LSN4	FGFR3	F1LSN4	0.1
FGFR3	F1LSN4	FGFR3	F1LSN4	0.1
FGFR3	F1LSN4	FGFR3	F1LSN4	0.1
FGFR3	F1LSN4	FGFR3	F1LSN4	0.1
FGFR3	F1LSN4	FGFR3	F1LSN4	0.1
FGFR3	F1LSN4	FGFR3	F1LSN4	0.1
MAPK3	P21708	UBTF	P25977	0.534
FGFR3	F1LSN4	STAT3	P52631	0.579
FGFR3	F1LSN4	STAT1	F1M9D6	0.605
FGFR3	F1LSN4	PTEN	O54857	0.317
RFX1	D3ZQ82	MYC	P09416	0.1
RFX1	D3ZQ82	RT1-DOb	Q6MGA2	0.1
CBL	D3ZV15	PIK3R2	Q63788	0.581
CBL	D3ZV15	CFLAR	C0H5Y5	0.1
CBL	D3ZV15	SORBS2	O35413	0.456
CBL	D3ZV15	ABL1	E9PT20	0.57
CBL	D3ZV15	LOC100909750	D3ZGM3	0.57
CBL	D3ZV15	EGFR	G3V6K6	0.89
CBL	D3ZV15	KIT	Q63116	0.579
CBL	D3ZV15	PDGFRA	P20786	0.432
CBL	D3ZV15	PIK3R1	Q63787	0.719
CBL	D3ZV15	FRS2	D4A244	0.53
CBL	D3ZV15	LRIG1	D3ZD84	0.527
CBL	D3ZV15	PI3K	SIGNOR-C156	0.606
PRKACB	P68182	NGFR	P07174	0.567
PRKACB	P68182	MYBPC3	P56741	0.209
PRKACB	P68182	MYBPC3	P56741	0.209
PRKACB	P68182	Gpkow	G3V8Z3	0.258
PRKACB	P68182	Gpkow	G3V8Z3	0.258
PRKACB	P68182	BAD	O35147	0.364
PRKACB	P68182	BAD	O35147	0.364
PRKACB	P68182	BAD	O35147	0.364
Uqcrc2	P32551	Mitochondrial respiratory chain complex III	SIGNOR-C279	0.909
NR4A1	P22829	NR3C1	P06536	0.24
Mmp8	O88766	FGA	P06399	0.1
Kel	F1M761	EDN3	P13207	0.61
RPS3	P62909	40S cytosolic small ribosomal subunit	SIGNOR-C286	0.905
RPS6KB1	P67999	PFKFB2	Q9JJH5	0.139
RPS6KB1	P67999	Uri1	D4A234	0.289
RPS6KB1	P67999	HSPB1	P42930	0.19
RPS6KB1	P67999	HSPB1	P42930	0.19
RPS6KB1	P67999	HSPB1	P42930	0.19
RPS6KB1	P67999	GLI1	G3V6X8	0.442
RPS6KB1	P67999	EIF4B	Q5RKG9	0.696
RPS6KB1	P67999	CAD	D4A8A0	0.243
RPS6KB1	P67999	IRS1	P35570	0.709
RPS6KB1	P67999	IRS1	P35570	0.709
RPS6KB1	P67999	IRS1	P35570	0.709
RPS6KB1	P67999	IRS1	P35570	0.709
RPS6KB1	P67999	IRS1	P35570	0.709
RPS6KB1	P67999	IRS1	P35570	0.709
RPS6KB1	P67999	SREBF1	P56720	0.287
RPS6KB1	P67999	MTOR	P42346	0.955
RPS6KB1	P67999	MAPK8	P49185	0.353
RPS6KB1	P67999	MRE11A	Q9JIM0	0.1
RPS6KB1	P67999	RPS6	P62755	0.923
RPS6KB1	P67999	RPS6	P62755	0.923
RPS6KB1	P67999	MXD1	F1LRY0	0.245
RPS6KB1	P67999	PDCD4	Q9JID1	0.489
RPS6KB1	P67999	PDCD4	Q9JID1	0.489
RPS6KB1	P67999	TP63	Q9JJP6	0.1
JAK1	G3V9W2	IL2RB	P26896	0.573
JAK1	G3V9W2	IL2RB	P26896	0.573
JAK1	G3V9W2	IFNGR1	Q6P6T3	0.633
JAK1	G3V9W2	IFNGR1	Q6P6T3	0.633
JAK1	G3V9W2	TYK2	D3ZD03	0.486
JAK1	G3V9W2	TYK2	D3ZD03	0.486
JAK1	G3V9W2	TYK2	D3ZD03	0.486
JAK1	G3V9W2	IRS1	P35570	0.651
JAK1	G3V9W2	STAT1	F1M9D6	0.708
JAK1	G3V9W2	STAT1	F1M9D6	0.708
JAK1	G3V9W2	STAT1	F1M9D6	0.708
JAK1	G3V9W2	STAT6	Q1KQ07	0.694
JAK1	G3V9W2	STAT6	Q1KQ07	0.694
JAK1	G3V9W2	JAK3	Q63272	0.494
Ptprg	F1LP13	JAK2	Q62689	0.202
JAK1	G3V9W2	IL10RA	G3V830	0.811
JAK1	G3V9W2	ISGF3 complex	SIGNOR-C124	0.632
JAK1	G3V9W2	IFNGR2/INFGR1	SIGNOR-C142	0.592
PTPRB	D3ZTG5	INSR	P15127	0.303
PTPRB	D3ZTG5	INSR	P15127	0.303
PTPRB	D3ZTG5	INSR	P15127	0.303
PTPRB	D3ZTG5	MAPK3	P21708	0.384
PTPRB	D3ZTG5	KDR	O08775	0.329
PTPRE	B2GV87	INSR	P15127	0.201
PTPRE	B2GV87	INSR	P15127	0.201
PTPRE	B2GV87	INSR	P15127	0.201
PTPRE	B2GV87	KCNB1	P15387	0.299
Ptprg	F1LP13	Dok2	D3ZHJ4	0.1
Ptprg	F1LP13	JAK2	Q62689	0.202
Ptprg	F1LP13	DAB1	Q8CJH2	0.1
Ptprg	F1LP13	ABL1	E9PT20	0.251
Ptprg	F1LP13	LOC100909750	D3ZGM3	0.251
Ptprg	F1LP13	EGFR	G3V6K6	0.414
Ptprg	F1LP13	EGFR	G3V6K6	0.414
Ptprg	F1LP13	ERBB2	P06494	0.21
Ptprg	F1LP13	ITGB2	F7F4S8	0.181
Ptprg	F1LP13	ITGB1	P49134	0.187
Ptprg	F1LP13	INSR	P15127	0.305
Ptprg	F1LP13	INSR	P15127	0.305
Ptprg	F1LP13	MET	P97523	0.26
Ptprg	F1LP13	KIT	Q63116	0.1
Ptprg	F1LP13	SRC	Q9WUD9	0.218
Ptprg	F1LP13	SRC	Q9WUD9	0.218
Ptprg	F1LP13	PDGFRA	P20786	0.159
Ptprg	F1LP13	VCL	P85972	0.1
Ptprg	F1LP13	Itgal	F1LP44	0.1
Ptprg	F1LP13	CDK2	Q63699	0.23
Ptprg	F1LP13	SHC1	Q5M824	0.1
Ptprg	F1LP13	KDR	O08775	0.162
Ptprg	F1LP13	STAT3	P52631	0.167
Ptprg	F1LP13	STAT5A	Q62771	0.172
Ptprg	F1LP13	PXN	Q66H76	0.171
Ptprg	F1LP13	BMX	F1LVI0	0.18
Ptprg	F1LP13	STAT2	Q5XI26	0.1
Ptprg	F1LP13	PTK2	O35346	0.149
Ptprg	F1LP13	PTK2	O35346	0.149
Ptprg	F1LP13	PTK2	O35346	0.149
Ptprg	F1LP13	PTK2	O35346	0.149
Ptprg	F1LP13	GRIN2B	Q00960	0.205
Ptprg	F1LP13	CTTN	Q66HL2	0.1
Ptprg	F1LP13	BLNK	Q4KM52	0.1
PTPRZ1	Q62656	ARHGAP35	P81128	0.35
PTPRZ1	Q62656	ALK	F1LRZ0	0.486
TNFSF4	Q9Z2P3	TNFRSF4	P15725	0.905
NFYA	P18576	Ogg1	O70249	0.154
NFYA	P18576	SP1	Q01714	0.575
NFYA	P18576	Gch1	P22288	0.1
NFYA	P18576	Cbs	P32232	0.1
NFYA	P18576	Sox18	Q4V7E4	0.1
OMG	F7EYB9	LINGO1	G3V881	0.399
EIF4B	Q5RKG9	Eif4a1	Q6P3V8	0.816
PAX7	D3ZRA8	MLL2 complex	SIGNOR-C88	0.196
PAX7	D3ZRA8	PAX7/MLL2 complex	SIGNOR-C91	0.196
PAX3	F1LMV3	MYF5	D3ZVU3	0.327
PAX3	F1LMV3	MYOD1	Q02346	0.332
PAX3	F1LMV3	FGFR4	Q498D6	0.249
PAX3	F1LMV3	MEOX1	D4A532	0.37
PAX3	F1LMV3	MEOX2	P39020	0.355
GATA2	Q924Y4	SPI1	Q6BDS1	0.493
GATA2	Q924Y4	SPI1	Q6BDS1	0.493
GATA2	Q924Y4	PPARG	O88275	0.252
GATA2	Q924Y4	PPARG	O88275	0.252
GATA2	Q924Y4	KLF1	G3V6F3	0.306
GATA3	Q99NH5	Cd8a	P07725	0.188
GATA3	Q99NH5	IL4	P20096	0.339
GATA3	Q99NH5	Tbx21	D3ZCM2	0.666
Rrm1	Q5U2Q5	Ribonucleotide reductase	SIGNOR-C233	0.904
Cma1	P50339	EDN1	P22388	0.396
Cma1	P50339	EDN3	P13207	0.314
Prtn3	Q8K597	F2R	P26824	0.363
CCND1	P39948	CDK4	P35426	0.963
Prtn3	Q8K597	F2R	P26824	0.363
