ENTITYA	IDA	ENTITYB	IDB	SCORE
PTPN1	P35821	PTPN1	P35821	0.1
PTPN1	P35821	PTPN1	P35821	0.1
PTPN1	P35821	NFKBIA	Q9Z1E3	0.3
PTPN1	P35821	TYK2	Q9R117	0.599
PTPN1	P35821	AKT1	P31750	0.669
PTPN1	P35821	IRS1	P35569	0.722
PTPN1	P35821	STAT5B	P42232	0.62
PTPN1	P35821	STAT5B	P42232	0.62
PTPN1	P35821	CAV1	P49817	0.525
PTPN1	P35821	PTK2	P34152	0.234
PTPN1	P35821	PRKCD	P28867	0.1
PTPN1	P35821	CTTN	Q60598	0.437
PTPN1	P35821	NTRK2	P15209	0.327
PTPN1	P35821	NTRK2	P15209	0.327
PTPN1	P35821	MAPK15	Q80Y86	0.263
PTPN1	P35821	TRPV6	Q91WD2	0.572
PTPN1	P35821	TRPV6	Q91WD2	0.572
PTPN1	P35821	BCR-ABL	SIGNOR-FP6	0.1
PTPN1	P35821	AKT	SIGNOR-PF24	0.669
ERCC2	O08811	ERCC3	P49135	0.956
BMP7	P23359	BMP7	P23359	0.1
BMP7	P23359	UCP1	P12242	0.289
BMP7	P23359	UCP1	P12242	0.289
BMP7	P23359	ACVR2A	P27038	0.71
BMP7	P23359	PPARG	P37238	0.201
BMP7	P23359	Mmp13	P33435	0.224
BMP7	P23359	ACTR2	P61161	0.174
BMP7	P23359	DLK1	Q09163	0.19
BMP7	P23359	DLK1	Q09163	0.19
BMP7	P23359	ACVR1	P37172	0.749
BMP7	P23359	ACVR2B	P27040	0.476
BMP7	P23359	BMPR2	O35607	0.744
BMP7	P23359	MAPK14	P47811	0.207
BMP7	P23359	PRDM16	A2A935	0.279
BMP7	P23359	PPARGC1A	O70343	0.174
BMP7	P23359	PPARGC1A	O70343	0.174
BMP7	P23359	BMPR1A/1B/2	SIGNOR-C29	0.723
BMP7	P23359	BMPR1A/1B/2	SIGNOR-C29	0.723
BMP7	P23359	ACVR1/BMPR2	SIGNOR-C30	0.746
Rpl35a	O55142	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.874
ITGB5	O70309	PTK2	P34152	0.562
Adra2b	P30545	GNAO1	P18872	0.225
Adra2b	P30545	GNAZ	O70443	0.375
TNFRSF1A	P25118	MAPK14	P47811	0.263
TRIM21	Q62191	GMPS	Q3THK7	0.262
Adra2b	P30545	GNAI1	B2RSH2	0.396
Adra2b	P30545	GNA12	P27600	0.307
EGR1	P08046	Slc4a2	P13808	0.1
EGR1	P08046	Fcer2	P20693	0.1
EGR1	P08046	Abcb1a	P21447	0.248
EGR1	P08046	Col4a2	P08122	0.1
EGR1	P08046	Chga	P26339	0.1
EGR1	P08046	Col11a1	Q61245	0.1
EGR1	P08046	Pcsk2	P21661	0.1
EGR1	P08046	PPARG	P37238	0.515
EGR1	P08046	Slc9a3	G3X939	0.139
EGR1	P08046	BCAR1	Q61140	0.1
EGR1	P08046	Hsd11b2	P51661	0.163
EGR1	P08046	Col7a1	Q63870	0.1
EGR1	P08046	Hyal1	Q91ZJ9	0.1
EGR1	P08046	Fap	P97321	0.1
EGR1	P08046	Nab2	Q61127	0.517
EGR1	P08046	Gdf15	Q9Z0J7	0.26
EGR1	P08046	Pdgfc	Q8CI19	0.142
EGR1	P08046	Hpse	Q6YGZ1	0.241
PTPRA	P18052	FYN	P39688	0.613
PTPRA	P18052	LYN	P25911	0.213
PTPRA	P18052	SRC	P05480	0.692
PTPRA	P18052	SRC	P05480	0.692
PTPRA	P18052	SRC	P05480	0.692
PTPRA	P18052	PTPRA	P18052	0.1
Gabrb1	P50571	GABA-A (a1-b1-g2) receptor	SIGNOR-C330	0.652
Gabrb1	P50571	GABA-A (a2-b1-g2) receptor	SIGNOR-C331	0.614
Gabrb1	P50571	GABA-A (a3-b1-g2) receptor	SIGNOR-C332	0.608
Gabrg2	P22723	GABA-A (a1-b1-g2) receptor	SIGNOR-C330	0.67
Gabrg2	P22723	GABA-A (a2-b1-g2) receptor	SIGNOR-C331	0.646
Gabrg2	P22723	GABA-A (a3-b1-g2) receptor	SIGNOR-C332	0.645
Gabrg2	P22723	GABA-A (a4-b1-g2) receptor	SIGNOR-C333	0.649
Gabrg2	P22723	GABA-A (a6-b1-g2) receptor	SIGNOR-C334	0.649
Gabrg2	P22723	GABA-A (a5-b1-g2) receptor	SIGNOR-C335	0.663
ADCYAP1	O70176	VIPR1	P97751	0.75
ADCYAP1	O70176	ADCYAP1R1	P70205	0.841
Il1rn	P25085	IL1R1	P13504	0.885
Rhd	Q8CF94	Ankyrin complex	SIGNOR-C383	0.202
Rpl17	Q9CPR4	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.794
Adra2c	Q01337	GNAI3	Q9DC51	0.417
Adra2c	Q01337	GNAO1	P18872	0.348
Adra2c	Q01337	GNAZ	O70443	0.375
Adra2c	Q01337	GNAI1	B2RSH2	0.411
ATF4	Q06507	Nupr1	Q9WTK0	0.254
ATF4	Q06507	PPP1R15A	P17564	0.52
ATF4	Q06507	FGF15	O35622	0.1
ATF4	Q06507	Asns	Q61024	0.52
ATF4	Q06507	Asns	Q61024	0.52
ATF4	Q06507	Hspa5	P20029	0.533
ATF4	Q06507	NLRP1 inflammasome	SIGNOR-C224	0.168
ATF6	F6VAN0	Hspa5	P20029	0.748
ATF6	F6VAN0	ATF6	F6VAN0	0.1
ATF6	F6VAN0	DDIT3	P35639	0.526
ATF6	F6VAN0	Nucb1	Q02819	0.227
ATF6	F6VAN0	Hyou1	Q9JKR6	0.284
PLCG1	Q62077	ITPRIPL1	A2ASA8	0.1
NCL	P09405	MYB	P06876	0.337
NCL	P09405	MYBL1	P51960	0.351
NCL	P09405	Hbb-b2	P02089	0.1
Polr2c	P97760	RNA Polymerase II	SIGNOR-C391	0.875
Polr2e	Q80UW8	RNA Polymerase III	SIGNOR-C389	0.888
Polr2e	Q80UW8	RNA Polymerase I	SIGNOR-C390	0.919
Polr2e	Q80UW8	RNA Polymerase II	SIGNOR-C391	0.882
Ndufv2	Q9D6J6	Mitochondrial respiratory chain complex I	SIGNOR-C277	0.874
ELK1	P41969	Muc4	Q8JZM8	0.1
TNFRSF1A	P25118	NFKBIA	Q9Z1E3	0.443
TNFRSF1A	P25118	TRADD	Q3U0V2	0.735
TNFRSF1A	P25118	TRADD	Q3U0V2	0.735
TNFRSF1A	P25118	TRADD	Q3U0V2	0.735
TNFRSF1A	P25118	MAPK14	P47811	0.263
TNFRSF1A	P25118	MAPK14	P47811	0.263
TNFRSF1A	P25118	MAPK14	P47811	0.263
EIF2AK2	Q03963	TP53	P02340	0.523
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	EIF2AK2	Q03963	0.1
EIF2AK2	Q03963	NFKBIA	Q9Z1E3	0.485
EIF2AK2	Q03963	PPP2R5A	Q6PD03	0.275
EIF2AK2	Q03963	AIM2 inflammasome	SIGNOR-C222	0.229
EIF2AK2	Q03963	NLRC4 inflammasome	SIGNOR-C223	0.224
EIF2AK2	Q03963	NLRP1 inflammasome	SIGNOR-C224	0.22
EIF2AK2	Q03963	NLRP3 inflammasome	SIGNOR-C225	0.245
TFE3	Q64092	MYH9	Q8VDD5	0.1
WT1	P22561	Podxl	Q9R0M4	0.274
WT1	P22561	Sod1	P08228	0.169
WT1	P22561	REN2	P00796	0.296
WT1	P22561	REN1	P06281	0.296
WT1	P22561	PAX2	P32114	0.502
WT1	P22561	RBM4	Q8C7Q4	0.237
WT1	P22561	DNMT3A	O88508	0.249
En2	P09066	FGF8	P37237	0.28
En2	P09066	FGF8	P37237	0.28
POU3F2	P31360	Gnrh1	P13562	0.166
TNFRSF1B	P25119	MAPK14	P47811	0.183
RXRA	P28700	RARA	P11416	0.761
RXRA	P28700	THRA	P63058	0.677
RXRA	P28700	THRB	P37242	0.751
RXRA	P28700	RARG	P18911	0.706
RXRA	P28700	CTNNB1	Q02248	0.377
RXRA	P28700	PPARG	P37238	0.772
NFKB1	P25799	BMP4	P21275	0.1
NFKB1	P25799	Nppb	P40753	0.1
NFKB1	P25799	Cd80	Q00609	0.182
FST	P47931	INHBA	Q04998	0.85
Cr2	P19070	CD19	P25918	0.701
EIF2S2	Q99L45	Egln1	Q91YE3	0.1
TBP	P29037	Lin28b	Q45KJ6	0.142
TBP	P29037	TFIID	SIGNOR-C343	0.903
TBP	P29037	TFIIIB	SIGNOR-C393	0.818
CCNA2	P51943	CyclinA2/CDK2	SIGNOR-C83	0.976
Btf3	Q64152	EPHB2	P54763	0.1
Btf3	Q64152	ABL2	Q4JIM5	0.1
Btf3	Q64152	Rras2	P62071	0.164
Btf3	Q64152	ATM	Q62388	0.142
Btf3	Q64152	Madcam1	Q61826	0.1
Btf3	Q64152	Sspn	Q62147	0.1
Btf3	Q64152	Hpse2	B2RY83	0.1
Btf3	Q64152	Mrvi1	Q9WUX5	0.1
Chrm3	Q9ERZ3	Gna14	P30677	0.32
Chrm3	Q9ERZ3	GNA15	P30678	0.309
Chrm3	Q9ERZ3	GNAQ	P21279	0.529
Chrm3	Q9ERZ3	GNAI1	B2RSH2	0.164
TNFRSF1B	P25119	TRAF2	P39429	0.637
TNFRSF1B	P25119	TRAF1	P39428	0.648
RAB5A	Q9CQD1	Early Endosome	SIGNOR-C246	0.496
Rab6a	P35279	Vps13b	Q80TY5	0.253
PMCH	P56942	MCHR1	Q8JZL2	0.641
NR1D1	Q3UV55	ARNTL	Q9WTL8	0.536
NR1D1	Q3UV55	NR2E3	Q9QXZ7	0.336
Psmb1	O09061	26S Proteasome	SIGNOR-C307	0.889
Itgal	P24063	ICAM1	P13597	0.908
Itgal	P24063	Akap9	Q70FJ1	0.1
Itgal	P24063	AL/b2 integrin	SIGNOR-C169	0.905
ITGAX	Q9QXH4	AX/b2 integrin	SIGNOR-C171	0.838
BCL3	Q9Z2F6	HDAC3	O88895	0.304
BCL3	Q9Z2F6	NFKB1	P25799	0.537
BCL3	Q9Z2F6	Ctcf	Q61164	0.207
Cast	P51125	Capn1	O35350	0.9
Cast	P51125	CAPN2	O08529	0.883
Cast	P51125	Capn3	Q64691	0.463
HNF1A	P22361	Afp	P02772	0.208
HNF1A	P22361	Afp	P02772	0.208
HNF1A	P22361	Afp	P02772	0.208
HNF1A	P22361	Cdh17	Q9R100	0.194
EFNA1	P52793	EPHA1	Q60750	0.768
EFNA1	P52793	EPHA2	Q03145	0.925
EFNA1	P52793	EPHA2	Q03145	0.925
EFNA1	P52793	EPHA3	P29319	0.761
EFNA1	P52793	EPHA3	P29319	0.761
EFNA1	P52793	EPHA8	O09127	0.761
BMI1	P25916	BMI1	P25916	0.1
NEB	E9Q1W3	WASL	Q91YD9	0.226
RASA1	E9PYG6	HRAS	Q61411	0.849
RASA1	E9PYG6	HRAS	Q61411	0.849
CD247	P29020	TCR	SIGNOR-C153	0.624
CDK11B	P24788	EIF3F	Q9DCH4	0.422
CDK11B	P24788	EIF3F	Q9DCH4	0.422
FLNA	Q8BTM8	MAP2K7	Q8CE90	0.149
FLNA	Q8BTM8	MAP2K4	P47809	0.463
FLNA	Q8BTM8	MAP2K4	P47809	0.463
NF1	Q04690	ADCY3	Q8VHH7	0.175
NF1	Q04690	ADCY5	P84309	0.18
NF1	Q04690	HRAS	Q61411	0.757
NF1	Q04690	Afp	P02772	0.159
NF1	Q04690	ADCY8	P97490	0.287
NF1	Q04690	ADCY7	P51829	0.194
TACR2	P30549	GNAQ	P21279	0.387
TACR2	P30549	GNAI1	B2RSH2	0.163
S1PR1	O08530	GNAO1	P18872	0.299
S1PR1	O08530	GNAZ	O70443	0.299
FPR1	P33766	GNAI3	Q9DC51	0.389
FPR1	P33766	GNAI1	B2RSH2	0.373
CNR1	P47746	HCRTR1	P58307	0.326
CNR1	P47746	Gna14	P30677	0.184
CNR1	P47746	GNAO1	P18872	0.393
CNR1	P47746	GNAO1	P18872	0.393
CNR1	P47746	GNAZ	O70443	0.178
CNR1	P47746	GNAI1	B2RSH2	0.514
CNR1	P47746	GNA12	P27600	0.264
CNR1	P47746	GNA13	P27601	0.174
Syt1	P46096	SNAP25	P60879	0.95
KITLG	P20826	KIT	P05532	0.92
Drd1	Q61616	Gna14	P30677	0.187
Drd1	Q61616	GNAI3	Q9DC51	0.2
Drd1	Q61616	GNAZ	O70443	0.191
Drd1	Q61616	GNAQ	P21279	0.418
Drd1	Q61616	GNAI1	B2RSH2	0.203
Drd1	Q61616	GNAS	Q6R0H7	0.425
C5AR1	P30993	Itgam	P05555	0.244
C5AR1	P30993	Sell	P18337	0.205
TBXA2R	P30987	Gna14	P30677	0.402
FGFR2	P21803	MAP2K1	P31938	0.201
FGFR2	P21803	FRS2	Q8C180	0.73
FGFR2	P21803	MEK1/2	SIGNOR-PF25	0.201
ERBB3	Q61526	PIK3CD	O35904	0.334
ERBB3	Q61526	AR	P19091	0.416
ERBB3	Q61526	PIK3CA	P42337	0.642
ERBB3	Q61526	PIK3CB	Q8BTI9	0.437
ERBB3	Q61526	PIK3CG	Q9JHG7	0.219
SDHB	Q9CQA3	Mitochondrial respiratory chain complex II	SIGNOR-C278	0.956
SDHB	Q9CQA3	SDH	SIGNOR-C400	0.1
Drd4	P51436	GNAI3	Q9DC51	0.383
Drd4	P51436	GNAO1	P18872	0.379
Drd4	P51436	GNAZ	O70443	0.198
Drd4	P51436	GNAI1	B2RSH2	0.397
Drd5	Q8BLD9	Gna14	P30677	0.185
Drd5	Q8BLD9	GNAZ	O70443	0.356
Drd5	Q8BLD9	Gnal	Q8CGK7	0.43
Drd5	Q8BLD9	GNAQ	P21279	0.423
Drd5	Q8BLD9	GNAI1	B2RSH2	0.206
Drd5	Q8BLD9	GNAS	Q6R0H7	0.412
IL10	P18893	IL10RB	Q61190	0.642
IL10	P18893	IL10RB	Q61190	0.642
IL10	P18893	IL10RA	Q61727	0.898
IL10	P18893	IL10RA	Q61727	0.898
IL10	P18893	SCN5A	Q9JJV9	0.1
IL10	P18893	Scn8a	Q9WTU3	0.1
IL10	P18893	Scn10a	Q6QIY3	0.153
CCL1	P10146	CCR8	P56484	0.652
NME2	Q01768	KCNN4	O89109	0.282
GM20390	E9PZF0	KCNN4	O89109	0.282
NME2	Q01768	KCNN4	O89109	0.282
GM20390	E9PZF0	KCNN4	O89109	0.282
NME2	Q01768	NME2	Q01768	0.1
NME2	Q01768	GM20390	E9PZF0	0.1
GM20390	E9PZF0	NME2	Q01768	0.1
GM20390	E9PZF0	GM20390	E9PZF0	0.1
NME2	Q01768	NME2	Q01768	0.1
NME2	Q01768	GM20390	E9PZF0	0.1
GM20390	E9PZF0	NME2	Q01768	0.1
GM20390	E9PZF0	GM20390	E9PZF0	0.1
USF1	Q61069	S100a6	P14069	0.1
Ptprg	Q05909	PXN	Q8VI36	0.171
USF1	Q61069	Ctsd	P18242	0.321
USF1	Q61069	Cbs	Q91WT9	0.1
USF1	Q61069	MYH9	Q8VDD5	0.1
USF1	Q61069	CEBPA	P53566	0.198
USF1	Q61069	B2m	P01887	0.1
USF1	Q61069	Fmr1	P35922	0.194
USF1	Q61069	Jmjd1c	Q69ZK6	0.1
FGFR4	Q03142	FGFR4	Q03142	0.1
FGFR4	Q03142	FGFR4	Q03142	0.1
FGFR4	Q03142	FGFR4	Q03142	0.1
FGFR4	Q03142	STAT1	P42225	0.292
FGFR3	Q61851	FGFR3	Q61851	0.1
FGFR3	Q61851	FGFR3	Q61851	0.1
FGFR3	Q61851	FGFR3	Q61851	0.1
FGFR3	Q61851	FGFR3	Q61851	0.1
FGFR3	Q61851	FGFR3	Q61851	0.1
FGFR3	Q61851	FGFR3	Q61851	0.1
MAPK3	Q63844	UBTF	P25976	0.534
FGFR3	Q61851	STAT3	P42227	0.579
FGFR3	Q61851	STAT1	P42225	0.605
FGFR3	Q61851	PTEN	O08586	0.317
RFX1	P48377	MYC	P01108	0.1
RFX1	P48377	H2-Ob	O35424	0.1
CBL	P22682	PIK3R2	O08908	0.581
CBL	P22682	CFLAR	O35732	0.1
CBL	P22682	SORBS2	Q3UTJ2	0.456
CBL	P22682	ABL1	P00520	0.57
CBL	P22682	EGFR	Q01279	0.89
CBL	P22682	KIT	P05532	0.579
CBL	P22682	PDGFRA	P26618	0.432
CBL	P22682	PIK3R1	P26450	0.719
CBL	P22682	FLT3	Q00342	0.379
CBL	P22682	FRS2	Q8C180	0.53
CBL	P22682	LRIG1	P70193	0.527
CBL	P22682	PI3K	SIGNOR-C156	0.606
PRKACB	P68181	NGFR	Q9Z0W1	0.567
PRKACB	P68181	MYBPC3	O70468	0.209
PRKACB	P68181	MYBPC3	O70468	0.209
PRKACB	P68181	Gpkow	Q56A08	0.258
PRKACB	P68181	Gpkow	Q56A08	0.258
PRKACB	P68181	BAD	Q61337	0.364
PRKACB	P68181	BAD	Q61337	0.364
PRKACB	P68181	BAD	Q61337	0.364
Uqcrc2	Q9DB77	Mitochondrial respiratory chain complex III	SIGNOR-C279	0.909
NR4A1	P12813	NR3C1	P06537	0.24
Mmp8	O70138	FGA	E9PV24	0.1
ITGA6	Q61739	A6/b4 integrin	SIGNOR-C174	0.72
Kel	Q9EQF2	EDN3	P48299	0.61
RPS3	P62908	40S cytosolic small ribosomal subunit	SIGNOR-C286	0.905
RPS6KB1	Q8BSK8	PFKFB2	P70265	0.139
RPS6KB1	Q8BSK8	Uri1	Q3TLD5	0.289
RPS6KB1	Q8BSK8	HSPB1	P14602	0.19
RPS6KB1	Q8BSK8	HSPB1	P14602	0.19
RPS6KB1	Q8BSK8	HSPB1	P14602	0.19
RPS6KB1	Q8BSK8	GLI1	P47806	0.442
RPS6KB1	Q8BSK8	EIF4B	Q8BGD9	0.696
RPS6KB1	Q8BSK8	CAD	B2RQC6	0.243
RPS6KB1	Q8BSK8	IRS1	P35569	0.709
RPS6KB1	Q8BSK8	IRS1	P35569	0.709
RPS6KB1	Q8BSK8	IRS1	P35569	0.709
RPS6KB1	Q8BSK8	IRS1	P35569	0.709
RPS6KB1	Q8BSK8	IRS1	P35569	0.709
RPS6KB1	Q8BSK8	IRS1	P35569	0.709
RPS6KB1	Q8BSK8	SREBF1	Q9WTN3	0.287
RPS6KB1	Q8BSK8	MTOR	Q9JLN9	0.955
RPS6KB1	Q8BSK8	MRE11A	Q61216	0.1
RPS6KB1	Q8BSK8	RPS6	P62754	0.923
RPS6KB1	Q8BSK8	RPS6	P62754	0.923
RPS6KB1	Q8BSK8	MXD1	P50538	0.245
RPS6KB1	Q8BSK8	PDCD4	Q61823	0.489
RPS6KB1	Q8BSK8	PDCD4	Q61823	0.489
RPS6KB1	Q8BSK8	TP63	O88898	0.1
JAK1	P52332	IL2RB	P16297	0.573
JAK1	P52332	IL2RB	P16297	0.573
JAK1	P52332	IFNGR1	P15261	0.633
JAK1	P52332	IFNGR1	P15261	0.633
JAK1	P52332	TYK2	Q9R117	0.486
JAK1	P52332	TYK2	Q9R117	0.486
JAK1	P52332	TYK2	Q9R117	0.486
JAK1	P52332	IRS1	P35569	0.651
JAK1	P52332	STAT1	P42225	0.708
JAK1	P52332	STAT1	P42225	0.708
JAK1	P52332	STAT1	P42225	0.708
JAK1	P52332	STAT6	P52633	0.694
JAK1	P52332	STAT6	P52633	0.694
JAK1	P52332	JAK3	Q62137	0.494
Ptprg	Q05909	JAK2	Q62120	0.202
JAK1	P52332	IL10RA	Q61727	0.811
JAK1	P52332	ISGF3 complex	SIGNOR-C124	0.632
JAK1	P52332	IFNGR2/INFGR1	SIGNOR-C142	0.592
PTPRB	B2RU80	INSR	P15208	0.303
PTPRB	B2RU80	INSR	P15208	0.303
PTPRB	B2RU80	INSR	P15208	0.303
PTPRB	B2RU80	MAPK3	Q63844	0.384
PTPRB	B2RU80	KDR	P35918	0.329
PTPRD	Q64487	STAT3	P42227	0.44
PTPRD	Q64487	STAT3	P42227	0.44
PTPRE	P49446	INSR	P15208	0.201
PTPRE	P49446	INSR	P15208	0.201
PTPRE	P49446	INSR	P15208	0.201
PTPRE	P49446	KCNB1	Q03717	0.299
Ptprg	Q05909	Dok2	O70469	0.1
Ptprg	Q05909	JAK2	Q62120	0.202
Ptprg	Q05909	DAB1	P97318	0.1
Ptprg	Q05909	ABL1	P00520	0.251
Ptprg	Q05909	EGFR	Q01279	0.414
Ptprg	Q05909	EGFR	Q01279	0.414
Ptprg	Q05909	ERBB2	P70424	0.21
Ptprg	Q05909	ITGB2	P11835	0.181
Ptprg	Q05909	ITGB1	P09055	0.187
Ptprg	Q05909	INSR	P15208	0.305
Ptprg	Q05909	INSR	P15208	0.305
Ptprg	Q05909	MET	P16056	0.26
Ptprg	Q05909	KIT	P05532	0.1
Ptprg	Q05909	SRC	P05480	0.218
Ptprg	Q05909	SRC	P05480	0.218
Ptprg	Q05909	PDGFRA	P26618	0.159
Ptprg	Q05909	VCL	Q64727	0.1
Ptprg	Q05909	Itgal	P24063	0.1
Ptprg	Q05909	CDK2	P97377	0.23
Ptprg	Q05909	SHC1	P98083	0.1
Ptprg	Q05909	KDR	P35918	0.162
Ptprg	Q05909	STAT3	P42227	0.167
Ptprg	Q05909	STAT5A	P42230	0.172
Ptprg	Q05909	ZAP70	P43404	0.18
Ptprg	Q05909	ZAP70	P43404	0.18
Ptprg	Q05909	PXN	Q8VI36	0.171
Ptprg	Q05909	BMX	P97504	0.18
Ptprg	Q05909	STAT2	Q9WVL2	0.1
Ptprg	Q05909	PTK2	P34152	0.149
Ptprg	Q05909	PTK2	P34152	0.149
Ptprg	Q05909	PTK2	P34152	0.149
Ptprg	Q05909	PTK2	P34152	0.149
Ptprg	Q05909	BTK	P35991	0.182
Ptprg	Q05909	GRIN2B	Q01097	0.205
Ptprg	Q05909	CTTN	Q60598	0.1
Ptprg	Q05909	BLNK	Q9QUN3	0.1
PTPRZ1	B9EKR1	ARHGAP35	Q91YM2	0.35
PTPRZ1	B9EKR1	ALK	P97793	0.486
TNFSF4	P43488	TNFRSF4	P47741	0.905
NFYA	P23708	Ogg1	O08760	0.154
NFYA	P23708	SP1	O89090	0.575
NFYA	P23708	Gch1	Q05915	0.1
NFYA	P23708	Cbs	Q91WT9	0.1
NFYA	P23708	Sox18	P43680	0.1
OMG	Q63912	LINGO1	Q9D1T0	0.399
EIF4B	Q8BGD9	Eif4a1	P60843	0.816
PAX7	P47239	KMT2D	Q6PDK2	0.196
PAX7	P47239	MLL2 complex	SIGNOR-C88	0.196
PAX7	P47239	PAX7/MLL2 complex	SIGNOR-C91	0.196
PAX3	P24610	MYF5	P24699	0.327
PAX3	P24610	MYOD1	P10085	0.332
PAX3	P24610	FGFR4	Q03142	0.249
PAX3	P24610	MEOX1	P32442	0.37
PAX3	P24610	MEOX2	P32443	0.355
PAX3	P24610	TBX2	Q60707	0.234
GATA2	O09100	SPI1	P17433	0.493
GATA2	O09100	SPI1	P17433	0.493
GATA2	O09100	PPARG	P37238	0.252
GATA2	O09100	PPARG	P37238	0.252
GATA2	O09100	KLF1	P46099	0.306
GATA3	P23772	Cd8a	P01731	0.188
GATA3	P23772	IL4	P07750	0.339
GATA3	P23772	Tbx21	Q9JKD8	0.666
Rrm1	P07742	Ribonucleotide reductase	SIGNOR-C233	0.904
Cma1	P21844	EDN1	P22387	0.396
Cma1	P21844	EDN3	P48299	0.314
Prtn3	Q61096	F2R	P30558	0.363
CCND1	P25322	CDK4	P30285	0.963
Prtn3	Q61096	F2R	P30558	0.363
Prtn3	Q61096	F2R	P30558	0.363
Prtn3	Q61096	F2RL1	P55086	0.308
Prtn3	Q61096	F2RL1	P55086	0.308
Prtn3	Q61096	F2RL1	P55086	0.308
Prtn3	Q61096	F2RL1	P55086	0.308
Prtn3	Q61096	F2RL1	P55086	0.308
Prtn3	Q61096	F2RL1	P55086	0.308
CCND1	P25322	HDAC3	O88895	0.363
CCND1	P25322	MSI1	Q61474	0.169
CCND1	P25322	CDK4	P30285	0.963
MAPK3	Q63844	SOS1	Q62245	0.539
CCND1	P25322	NOTCH1	Q01705	0.509
CCND1	P25322	HDAC2	P70288	0.407
Chm	Q9QXG2	Rabggta	Q9JHK4	0.779
IL4R	P16382	JAK2	Q62120	0.569
IL4R	P16382	JAK1	P52332	0.646
IL4R	P16382	JAK1	P52332	0.646
IL4R	P16382	IL2RG	P34902	0.83
IL4R	P16382	IL2RG	P34902	0.83
IL4R	P16382	IRS1	P35569	0.518
IL4R	P16382	STAT5A	P42230	0.456
IL4R	P16382	JAK3	Q62137	0.612
IL4R	P16382	IRS2	P81122	0.54
NR2F2	P43135	NR3C1	P06537	0.295
NR2F2	P43135	NR2F1	Q60632	0.168
NR2F2	P43135	MYOD1	P10085	0.322
NR2F2	P43135	RXRA	P28700	0.201
GADD45A	P48316	MAPK14	P47811	0.386
EDNRB	P48302	GNAI3	Q9DC51	0.375
EDNRB	P48302	GNAO1	P18872	0.391
EDNRB	P48302	GNAZ	O70443	0.373
EDNRB	P48302	Gnal	Q8CGK7	0.188
EDNRB	P48302	GNAQ	P21279	0.491
ACP1	Q9D358	PDGFRB	P05622	0.19
ACP1	Q9D358	SRC	P05480	0.311
ACP1	Q9D358	SRC	P05480	0.311
ACP1	Q9D358	EPHA2	Q03145	0.6
ACP1	Q9D358	EPHA2	Q03145	0.6
ACP1	Q9D358	EPHA2	Q03145	0.6
ACP1	Q9D358	EPHA2	Q03145	0.6
CCNE1	Q61457	CDK2	P97377	0.956
ACP1	Q9D358	AKT2	Q60823	0.1
ACP1	Q9D358	AKT3	Q9WUA6	0.1
ACP1	Q9D358	AKT	SIGNOR-PF24	0.214
PRKCH	P23298	ANXA1	P10107	0.1
PRKCH	P23298	ITGB2	P11835	0.281
PRKCH	P23298	ITGB2	P11835	0.281
PRKCH	P23298	MAPK1	P63085	0.448
PRKCH	P23298	NOS3	P70313	0.1
PRKCH	P23298	PRKD2	Q8BZ03	0.1
Tnc	Q80YX1	A8/b1 integrin	SIGNOR-C165	0.359
Tnc	Q80YX1	A9/b1 integrin	SIGNOR-C166	0.36
CCNC	Q62447	NOTCH1	Q01705	0.378
CCNC	Q62447	HES1	P35428	0.1
CCNC	Q62447	CKM complex	SIGNOR-C406	0.915
CCNC	Q62447	NOTCH	SIGNOR-PF30	0.378
POLR2A	P08775	RNA Polymerase II	SIGNOR-C391	0.862
CDK2	P97377	TP73	Q9JJP2	0.521
CDK2	P97377	Ccp110	Q7TSH4	0.421
CDK2	P97377	Ccp110	Q7TSH4	0.421
CDK2	P97377	Ccp110	Q7TSH4	0.421
CDK2	P97377	Ccp110	Q7TSH4	0.421
CDK2	P97377	Mcm3ap	Q9WUU9	0.1
CDK2	P97377	SF3B1	Q99NB9	0.222
CDK2	P97377	ESR1	P19785	0.395
CDK2	P97377	ESR1	P19785	0.395
CDK2	P97377	ESR1	P19785	0.395
CDK2	P97377	ESR1	P19785	0.395
CDK2	P97377	NR3C1	P06537	0.176
CDK2	P97377	TP53	P02340	0.835
CDK2	P97377	RB1	P13405	0.896
CDK2	P97377	RB1	P13405	0.896
CDK2	P97377	PGR	Q00175	0.37
